Query,GB_ID,superkingdom,phylum,class,order,family,genus,species,id
ESV_001520,KR681799,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Tachina,Tachina sp. BOLD-2016,98.1
ESV_001520,KR685744,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Tachina,Tachina sp. BOLD-2016,98.1
ESV_001520,KT118642,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Tachina,Tachina sp. BOLD-2016,98.1
ESV_001520,KR686464,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Tachina,Tachina sp. BOLD-2016,98.1
ESV_001520,KR695351,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Tachina,Tachina sp. BOLD-2016,98.1
ESV_001520,KR691431,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Tachina,Tachina sp. BOLD-2016,98.1
ESV_001520,KR689305,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Tachina,Tachina sp. BOLD-2016,98.1
ESV_001520,KR691960,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Tachina,Tachina sp. BOLD-2016,98.1
ESV_001520,KR681129,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Tachina,Tachina sp. BOLD-2016,98.1
ESV_001520,KR679641,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Tachina,Tachina sp. BOLD-2016,98.1
ESV_001520,KR680490,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Tachina,Tachina sp. BOLD-2016,98.1
ESV_001520,KR470600,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Tachina,Tachina sp. BOLD-2016,98.1
ESV_001520,KT109411,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Tachina,Tachina sp. BOLD-2016,98.1
ESV_001520,KR695423,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Tachina,Tachina sp. BOLD-2016,98.1
ESV_001520,KR685978,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Tachina,Tachina sp. BOLD-2016,98.1
ESV_001520,KR684447,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Tachina,Tachina sp. BOLD-2016,98.1
ESV_001520,KR462800,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Tachina,Tachina sp. BOLD-2016,98.1
ESV_001520,KR685156,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Tachina,Tachina sp. BOLD-2016,98.1
ESV_001520,KR688026,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Tachina,Tachina sp. BOLD-2016,98.1
ESV_001520,KR691747,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Tachina,Tachina sp. BOLD-2016,98.1
ESV_001520,KR691031,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Tachina,Tachina sp. BOLD-2016,98.1
ESV_001520,KR442170,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,,Tachinidae sp. BOLD:ACE3327,98.1
ESV_001520,KR435261,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,,Tachinidae sp. BOLD:ACE3327,98.1
ESV_001520,KR434283,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,,Tachinidae sp. BOLD:ACE3327,98.1
ESV_001520,KR439204,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,,Tachinidae sp. BOLD:ACE3327,98.1
ESV_001520,KR432231,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,,Tachinidae sp. BOLD:ACE3327,98.1
ESV_001520,KR432085,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,,Tachinidae sp. BOLD:ACE3327,98.1
ESV_001520,KM945560,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,,Tachinidae sp. BOLD:ACE3327,98.1
ESV_001520,KR444460,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,,Tachinidae sp. BOLD:ACE3327,98.1
ESV_001520,KR433874,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,,Tachinidae sp. BOLD:ACE3327,98.1
ESV_001520,KR439702,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,,Tachinidae sp. BOLD:ACE3327,98.1
ESV_001520,KR437895,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,,Tachinidae sp. BOLD:ACE3327,98.1
ESV_001520,KR439197,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,,Tachinidae sp. BOLD:ACE3327,98.1
ESV_001520,KR436552,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,,Tachinidae sp. BOLD:ACE3327,98.1
ESV_001520,KP040534,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,,Tachinidae sp. BOLD:ACE3327,98.1
ESV_001520,MF838178,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Nowickia,Nowickia sp. BIOUG20907-C10,98.1
ESV_001520,KM929711,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Tachina,Tachina sp. BOLD:ACC0710,98.1
ESV_001520,KT104558,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Nowickia,Nowickia sp. BOLD-2016,98.1
ESV_001521,KM553695,Eukaryota,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Gelechia,Gelechia dyariella,99.4
ESV_001524,KT692772,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.8
ESV_001524,KT692771,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.8
ESV_001524,KT692770,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.8
ESV_001524,KT692767,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.8
ESV_001524,KT692777,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.8
ESV_001524,HQ708753,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.8
ESV_001524,KT692783,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.8
ESV_001524,KT692782,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.8
ESV_001524,KT692765,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.8
ESV_001524,KT692778,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.8
ESV_001524,KT692784,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.8
ESV_001524,KT692775,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.8
ESV_001524,KT692776,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.8
ESV_001524,KT692761,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.8
ESV_001524,KT692773,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.8
ESV_001524,KT692785,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.8
ESV_001524,KT692781,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.8
ESV_001524,KT692768,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.8
ESV_001524,KT692759,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.8
ESV_001524,KT692763,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.8
ESV_001524,KT692780,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.8
ESV_001524,KT692760,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.8
ESV_001524,KT692779,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.8
ESV_001524,KT692774,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.8
ESV_001524,KT692762,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.8
ESV_001524,KT692769,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.8
ESV_001524,HQ708752,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.8
ESV_001524,KT692766,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.8
ESV_001524,KT692764,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.8
ESV_001524,EU350529,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Globisporangium,Globisporangium acanthophoron,79.8
ESV_001524,HQ708460,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Globisporangium,Globisporangium acanthophoron,79.8
ESV_001524,HQ708476,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium aff. polymastum,79.1
ESV_001524,HQ708792,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium polymastum,79.1
ESV_001524,HQ708793,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium polymastum,79.1
ESV_001524,HQ708737,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium megalacanthum,79.1
ESV_001524,KT692786,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium yorkensis,79.1
ESV_001524,HQ708771,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Globisporangium,Globisporangium paroecandrum,79.1
ESV_001517,MH124195,Eukaryota,,,Longamoebia,Acanthamoebidae,Acanthamoeba,Acanthamoeba sp.,86.5
ESV_001518,HM401334,Eukaryota,Arthropoda,Insecta,Coleoptera,Dytiscidae,Laccophilus,Laccophilus poecilus,93.6
ESV_001518,KM445212,Eukaryota,Arthropoda,Insecta,Coleoptera,Dytiscidae,Laccophilus,Laccophilus poecilus,93.6
ESV_001518,KM442597,Eukaryota,Arthropoda,Insecta,Coleoptera,Dytiscidae,Laccophilus,Laccophilus poecilus,93.6
ESV_001518,KM446550,Eukaryota,Arthropoda,Insecta,Coleoptera,Dytiscidae,Laccophilus,Laccophilus poecilus,93.6
ESV_001518,KM442545,Eukaryota,Arthropoda,Insecta,Coleoptera,Dytiscidae,Laccophilus,Laccophilus poecilus,93.6
ESV_001518,JF889435,Eukaryota,Arthropoda,Insecta,Coleoptera,Dytiscidae,Laccophilus,Laccophilus poecilus,93.6
ESV_001518,KM441021,Eukaryota,Arthropoda,Insecta,Coleoptera,Dytiscidae,Laccophilus,Laccophilus poecilus,93.6
ESV_001518,JF889434,Eukaryota,Arthropoda,Insecta,Coleoptera,Dytiscidae,Laccophilus,Laccophilus poecilus,93.6
ESV_001518,KU918984,Eukaryota,Arthropoda,Insecta,Coleoptera,Dytiscidae,Laccophilus,Laccophilus ponticus,93.6
ESV_001518,KU909423,Eukaryota,Arthropoda,Insecta,Coleoptera,Dytiscidae,Laccophilus,Laccophilus ponticus,93.6
ESV_001518,KU913910,Eukaryota,Arthropoda,Insecta,Coleoptera,Dytiscidae,Laccophilus,Laccophilus ponticus,93.6
ESV_001518,KU916848,Eukaryota,Arthropoda,Insecta,Coleoptera,Dytiscidae,Laccophilus,Laccophilus ponticus,93.6
ESV_001518,KU909764,Eukaryota,Arthropoda,Insecta,Coleoptera,Carabidae,Perileptus,Perileptus areolatus,93.6
ESV_001518,KM449154,Eukaryota,Arthropoda,Insecta,Coleoptera,Carabidae,Perileptus,Perileptus areolatus,93.6
ESV_001518,KM452499,Eukaryota,Arthropoda,Insecta,Coleoptera,Carabidae,Perileptus,Perileptus areolatus,93.6
ESV_001518,KU919326,Eukaryota,Arthropoda,Insecta,Coleoptera,Carabidae,Perileptus,Perileptus areolatus,93.6
ESV_001518,KM449256,Eukaryota,Arthropoda,Insecta,Coleoptera,Carabidae,Perileptus,Perileptus areolatus,93.6
ESV_001518,JF870779,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Tanytarsus,Tanytarsus hastatus,93.6
ESV_001518,KM448666,Eukaryota,Arthropoda,Insecta,Coleoptera,Carabidae,Perileptus,Perileptus areolatus,93
ESV_001518,HQ954508,Eukaryota,Arthropoda,Insecta,Coleoptera,Carabidae,Perileptus,Perileptus areolatus,93
ESV_001518,KM443242,Eukaryota,Arthropoda,Insecta,Coleoptera,Carabidae,Perileptus,Perileptus areolatus,93
ESV_001518,KM440489,Eukaryota,Arthropoda,Insecta,Coleoptera,Carabidae,Perileptus,Perileptus areolatus,93
ESV_001518,KM445689,Eukaryota,Arthropoda,Insecta,Coleoptera,Carabidae,Epaphius,Epaphius secalis,93
ESV_001518,KM452142,Eukaryota,Arthropoda,Insecta,Coleoptera,Carabidae,Epaphius,Epaphius secalis,93
ESV_001518,KU911857,Eukaryota,Arthropoda,Insecta,Coleoptera,Carabidae,Epaphius,Epaphius secalis,93
ESV_001518,KU909042,Eukaryota,Arthropoda,Insecta,Coleoptera,Carabidae,Epaphius,Epaphius secalis,93
ESV_001518,KU913191,Eukaryota,Arthropoda,Insecta,Coleoptera,Carabidae,Epaphius,Epaphius secalis,93
ESV_001518,KM444888,Eukaryota,Arthropoda,Insecta,Coleoptera,Carabidae,Epaphius,Epaphius secalis,93
ESV_001518,KU906703,Eukaryota,Arthropoda,Insecta,Coleoptera,Carabidae,Epaphius,Epaphius secalis,93
ESV_001518,KU916701,Eukaryota,Arthropoda,Insecta,Coleoptera,Carabidae,Epaphius,Epaphius secalis,93
ESV_001518,KU912554,Eukaryota,Arthropoda,Insecta,Coleoptera,Carabidae,Epaphius,Epaphius secalis,93
ESV_001518,KM441098,Eukaryota,Arthropoda,Insecta,Coleoptera,Carabidae,Epaphius,Epaphius secalis,93
ESV_001518,KM910465,Eukaryota,Arthropoda,Insecta,Diptera,Pediciidae,Ula,Ula sylvatica,93
ESV_001518,KR727169,Eukaryota,Arthropoda,Insecta,Diptera,Pediciidae,Ula,Ula sylvatica,93
ESV_001518,KR759886,Eukaryota,Arthropoda,Insecta,Diptera,Pediciidae,,Pediciidae sp. BOLD-2016,93
ESV_001518,KJ962346,Eukaryota,Arthropoda,Insecta,Coleoptera,Carabidae,Trechus,Trechus secalis,93
ESV_001518,KT707371,Eukaryota,Arthropoda,Insecta,Diptera,Agromyzidae,,Agromyzidae sp. BOLD:ACW5582,93
ESV_001518,MG949825,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,Polypedilum bullum,93
ESV_001518,MG949952,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,Polypedilum bullum,93
ESV_001518,KM452685,Eukaryota,Arthropoda,Insecta,Coleoptera,Staphylinidae,Anotylus,Anotylus tetracarinatus,93
ESV_001518,MK082609,Eukaryota,Arthropoda,Insecta,Coleoptera,Staphylinidae,,Staphylinidae sp. INDOBIOSYS-CCDB27064-D08,93
ESV_001518,MF616902,Eukaryota,Arthropoda,Insecta,Coleoptera,Carabidae,Asaphidion,Asaphidion cf. championi OSAC:DRMaddison DNA2010,93
ESV_001519,KJ124187,Eukaryota,Nematoda,Chromadorea,Rhabditida,,,cf. Panagrolaimidae sp. N3_04,89.2
ESV_001519,KJ124186,Eukaryota,Nematoda,Chromadorea,Rhabditida,,,cf. Panagrolaimidae sp. N3_03,89.2
ESV_001519,KJ124184,Eukaryota,Nematoda,Chromadorea,Rhabditida,,,cf. Panagrolaimidae sp. N3_01,89.2
ESV_001519,KJ124188,Eukaryota,Nematoda,Chromadorea,Rhabditida,,,cf. Panagrolaimidae sp. N8_01,89.2
ESV_001519,KJ124185,Eukaryota,Nematoda,Chromadorea,Rhabditida,,,cf. Panagrolaimidae sp. N3_02,89.2
ESV_001522,MG422836,Eukaryota,Nematoda,Chromadorea,Rhabditida,,,Rhabditida sp. DPMIT-31-37,93
ESV_001522,MG422301,Eukaryota,Nematoda,Chromadorea,Rhabditida,,,Rhabditida sp. DPMIT-31-39,93
ESV_001522,MG422668,Eukaryota,Nematoda,Chromadorea,Rhabditida,,,Rhabditida sp. DPMIT-31-41,93
ESV_001522,MG422573,Eukaryota,Nematoda,Chromadorea,Rhabditida,,,Rhabditida sp. DPMIT-31-38,93
ESV_001522,MG423207,Eukaryota,Nematoda,Chromadorea,Rhabditida,,,Rhabditida sp. DPMIT-31-40,93
ESV_001522,KJ124187,Eukaryota,Nematoda,Chromadorea,Rhabditida,,,cf. Panagrolaimidae sp. N3_04,93
ESV_001522,KJ124186,Eukaryota,Nematoda,Chromadorea,Rhabditida,,,cf. Panagrolaimidae sp. N3_03,93
ESV_001522,KJ124184,Eukaryota,Nematoda,Chromadorea,Rhabditida,,,cf. Panagrolaimidae sp. N3_01,93
ESV_001522,KJ124188,Eukaryota,Nematoda,Chromadorea,Rhabditida,,,cf. Panagrolaimidae sp. N8_01,93
ESV_001522,KJ124185,Eukaryota,Nematoda,Chromadorea,Rhabditida,,,cf. Panagrolaimidae sp. N3_02,93
ESV_001529,MG360050,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sp. BIOUG25126-E02,100
ESV_001529,MG362138,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sp. BIOUG31751-D04,100
ESV_001529,JF852655,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,GU093747,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KJ390368,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,JF415490,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KJ393648,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KX050049,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KX048690,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KT138713,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,GU802643,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KT142500,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KM547374,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KJ393600,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,HQ971912,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KT135384,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KJ393075,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,JN261939,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KJ382576,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KM542856,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KT125443,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KJ386570,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,HM872696,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,JF842685,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,GU094436,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KX040025,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KX042932,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KJ387823,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KJ386002,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KM545955,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,GU094435,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,JF415488,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KJ383404,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KX043637,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,JN261938,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,GU802672,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KJ390367,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,JF852737,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KJ381217,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KJ388962,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,HM914276,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KJ393957,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,JN261991,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KJ390832,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KJ384930,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,GU091547,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,MG464272,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KX281217,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,GU093748,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KJ390969,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KT129651,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,HQ971936,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KJ394052,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KJ385660,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KX041848,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,HQ971952,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KT127479,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KT782582,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,JF842682,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,MG463636,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KJ392475,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KX044390,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KJ387016,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,JF415489,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KJ385932,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KT137997,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KT135124,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KJ384193,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KM540883,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KJ385080,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KX046511,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KM544463,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,GU802856,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KJ384235,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,MG468065,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KJ392169,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,KT139044,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sordens,100
ESV_001529,MG364594,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sp. BIOUG25463-A10,100
ESV_001529,MG360827,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sp. BIOUG31751-C02,100
ESV_001529,MG358458,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sp. BIOUG25126-E01,100
ESV_001529,MG363806,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sp. BIOUG31741-E07,100
ESV_001529,MG362116,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sp. BIOUG31751-C11,100
ESV_001529,MG362655,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea sp. BIOUG31751-C01,100
ESV_001525,KX372289,Eukaryota,Nematoda,,,,,Nematoda sp. RS-2017,89.8
ESV_001525,KX372290,Eukaryota,Nematoda,,,,,Nematoda sp. RS-2017,89.8
